customer_id,surname,credit_score,geography,gender,age,tenure,balance,product_count,has_creditcard,active_member,estimated_salary,complain,satisfaction_score,card_type,points_earned,churn
15571827,DeRose,660,Spain,Male,null,8,0.0,2,null,null,52879.91,null,null,null,null,null
15571839,Uvarova,632,France,Male,null,10,0.0,2,null,null,73329.08,null,null,null,null,null
15571844,Chien,659,Germany,Male,null,9,144961.74,1,null,null,95896.93,null,null,null,null,1
15571915,Onyemauchechukwu,683,France,Male,null,1,0.0,2,null,null,94957.75,null,null,null,null,0
15571916,McElhone,682,Spain,Female,null,6,0.0,2,null,null,116944.3,null,null,null,null,null
15571944,Genovesi,543,France,Female,null,6,0.0,2,null,null,86410.53,null,null,null,null,0
15571955,Ogochukwu,614,Spain,Male,null,4,0.0,1,null,null,54689.02,null,null,null,null,1
15572028,Udinese,760,France,Male,null,10,0.0,1,null,null,118532.38,null,null,null,null,0
15572033,Maconochie,719,Spain,Male,null,7,0.0,1,null,null,173684.04,null,null,null,null,0
15572037,Tsou,646,France,Female,null,1,0.0,1,null,null,145792.01,null,null,null,null,null
15572058,Lucciano,661,Germany,Male,null,9,138741.05,1,null,null,73344.25,null,null,null,null,1
15572071,Onyekachi,635,France,Male,null,8,0.0,2,null,null,109172.13,null,null,null,null,0
15572098,Nwachinemelu,669,Germany,Female,null,1,138014.4,1,null,null,93714.92,null,null,null,null,0
15572216,Tsai,597,Spain,Female,null,3,0.0,1,null,null,90879.81,null,null,null,null,0
15572277,Lettiere,696,Germany,Male,null,4,152895.03,1,null,null,12092.93,null,null,null,null,null
15572280,Y?an,659,France,Female,null,6,0.0,1,null,null,45424.74,null,null,null,null,null
15572328,Hsu,648,France,Male,null,4,0.0,2,null,null,94872.4,null,null,null,null,0
15572348,T'ien,676,France,Male,null,7,0.0,2,null,null,171429.96,null,null,null,null,null
15572412,Nnachetam,617,France,Male,null,2,0.0,2,null,null,94739.2,null,null,null,null,0
15572431,Chidiebele,717,Spain,Male,null,9,0.0,2,null,null,166957.82,null,null,null,null,0
15572444,Brown,506,France,Male,null,5,0.0,2,null,null,131872.15,null,null,null,null,null
15572450,Lucchese,667,France,Male,null,6,0.0,2,null,null,152373.38,null,null,null,null,null
15572456,Udobata,705,Germany,Male,null,5,91857.42,1,null,null,97906.32,null,null,null,null,0
15572478,Hs?,581,France,Female,null,0,0.0,1,null,null,143980.54,null,null,null,null,1
15572567,Nnonso,727,Germany,Female,null,4,70416.63,2,null,null,92865.57,null,null,null,null,null
15572601,Lettiere,590,France,Female,null,2,154435.88,1,null,null,198193.05,null,null,null,null,1
15572628,Tuan,717,France,Male,null,8,0.0,2,null,null,154878.4,null,null,null,null,0
15572635,Shih,547,France,Female,null,8,142641.56,1,null,null,104889.2,null,null,null,null,0
15572656,Udegbunam,733,Germany,Male,null,1,151480.86,1,null,null,149558.94,null,null,null,null,1
15572677,Goliwe,775,France,Female,null,1,0.0,2,null,null,181224.59,null,null,null,null,0
15572701,Mazzanti,648,France,Male,null,5,123845.54,1,null,null,62796.05,null,null,null,null,0
15572726,Frolov,727,Spain,Male,null,7,0.0,2,null,null,139994.74,null,null,null,null,0
15572769,Tsao,807,France,Male,null,1,0.0,2,null,null,167035.93,null,null,null,null,0
15572782,Okwudilichukwu,641,France,Male,null,3,0.0,1,null,null,141946.96,null,null,null,null,null
15572794,Tien,738,Germany,Male,null,7,106192.1,2,null,null,189414.74,null,null,null,null,0
15572796,Chiu,678,Germany,Male,null,2,135936.45,1,null,null,182794.44,null,null,null,null,0
15572826,Ojiofor,677,France,Male,null,1,0.0,2,null,null,118059.95,null,null,null,null,null
15572847,Milani,579,Germany,Male,null,10,117696.67,1,null,null,157083.28,null,null,null,null,1
15572926,Hao,637,France,Male,null,7,0.0,1,null,null,147738.87,null,null,null,null,null
15572948,Zikoranachidimma,705,France,Female,null,1,175317.3,1,null,null,124874.42,null,null,null,null,0
15572955,Uspenskaya,638,France,Male,null,2,0.0,1,null,null,162961.02,null,null,null,null,1
15573046,Teng,597,France,Male,null,5,0.0,2,null,null,161079.53,null,null,null,null,0
15573055,K'ung,627,France,Female,null,9,90962.13,1,null,null,103921.49,null,null,null,null,1
15573082,Goliwe,584,Spain,Female,null,8,112896.86,1,null,null,109523.02,null,null,null,null,null
15573084,Chiu,622,France,Female,null,9,0.0,2,null,null,199644.2,null,null,null,null,null
15573521,Chukwukadibia,628,Germany,Male,null,4,116393.18,2,null,null,137719.17,null,null,null,null,0
15573528,Nucci,699,Germany,Female,null,1,125562.98,1,null,null,99866.39,null,null,null,null,null
15573680,Chukwuhaenye,706,Spain,Female,null,9,132037.07,1,null,null,59553.36,null,null,null,null,null
15573728,Chien,573,France,Male,null,8,131082.75,1,null,null,123538.0,null,null,null,null,null
15573792,Ch'iu,706,Germany,Male,null,1,134542.88,1,null,null,92796.91,null,null,null,null,0
15573794,Wright,748,France,Female,null,9,119714.77,1,null,null,94936.3,null,null,null,null,0
15573825,Y?,749,France,Female,null,5,0.0,2,null,null,131834.16,null,null,null,null,0
15573860,Calzada,758,France,Male,null,5,0.0,2,null,null,180800.34,null,null,null,null,0
15573865,Ogochukwu,581,Germany,Male,null,2,134936.84,2,null,null,127622.66,null,null,null,null,0
15573877,Pagnotto,602,France,Male,null,1,0.0,2,null,null,60553.49,null,null,null,null,0
15573892,Calabrese,728,France,Male,null,5,0.0,2,null,null,65801.73,null,null,null,null,null
15573928,Kaur,613,France,Male,null,5,126645.58,1,null,null,50771.77,null,null,null,null,0
15573949,Chia,668,Germany,Female,null,5,73488.07,1,null,null,142650.97,null,null,null,null,1
15573978,Fisk,675,Germany,Female,null,7,163866.36,1,null,null,114082.02,null,null,null,null,0
15574543,Ts'ui,634,France,Female,null,1,0.0,2,null,null,86460.28,null,null,null,null,0
15574551,Smith,653,France,Female,null,7,99575.23,2,null,null,28276.83,null,null,null,null,0
15574577,Kao,635,France,Female,null,8,0.0,2,null,null,156891.79,null,null,null,null,0
15574583,Pagnotto,718,France,Female,null,9,0.0,2,null,null,125870.8,null,null,null,null,0
15574592,Chidubem,632,Germany,Female,null,9,164962.82,2,null,null,122547.58,null,null,null,null,0
15574738,Lombardi,726,Germany,Female,null,0,122877.72,2,null,null,47924.59,null,null,null,null,null
15574744,Hsueh,581,Germany,Male,null,2,99106.73,2,null,null,50488.91,null,null,null,null,null
15574748,Nwagugheuzo,578,France,Male,null,8,99524.11,2,null,null,92328.38,null,null,null,null,0
15574776,Kao,702,France,Female,null,4,0.0,2,null,null,121537.6,null,null,null,null,0
15574787,H?,681,Spain,Female,null,7,0.0,2,null,null,67599.81,null,null,null,null,0
15574790,Hsia,621,France,Female,null,9,0.0,2,null,null,107640.65,null,null,null,null,0
15574794,Ritchie,738,France,Male,null,5,0.0,2,null,null,82565.01,null,null,null,null,0
15574848,Rippey,718,France,Female,null,7,0.0,2,null,null,94739.6,null,null,null,null,0
15574866,Nnamutaezinwa,702,France,Male,null,3,0.0,2,null,null,145533.56,null,null,null,null,0
15574869,Brown,651,France,Female,null,8,0.0,2,null,null,121211.63,null,null,null,null,null
15574873,Chidumaga,558,France,Male,null,4,92786.66,1,null,null,173576.8,null,null,null,null,null
15574877,Ugorji,756,Germany,Male,null,6,156848.66,1,null,null,88791.02,null,null,null,null,0
15574880,Yermolayev,728,France,Female,null,3,0.0,2,null,null,120892.96,null,null,null,null,0
15574888,Kao,633,Spain,Female,null,2,0.0,2,null,null,179866.68,null,null,null,null,null
15574889,Fennell,644,France,Male,null,8,0.0,2,null,null,103908.47,null,null,null,null,null
15574894,Chien,531,France,Male,null,7,0.0,2,null,null,102908.89,null,null,null,null,null
15574899,Ch'iu,632,Germany,Female,null,10,137964.59,1,null,null,135082.47,null,null,null,null,null
15574916,Caffyn,682,Germany,Female,null,3,105261.62,1,null,null,179056.39,null,null,null,null,0
15574917,Zetticci,679,Germany,Female,null,1,132643.07,1,null,null,147035.24,null,null,null,null,0
15574924,Yermolayev,617,France,Female,null,3,0.0,2,null,null,173683.0,null,null,null,null,null
15574942,Cattaneo,554,Spain,Female,null,5,145396.49,2,null,null,66732.65,null,null,null,null,null
15575251,Walker,652,France,Male,null,4,0.0,2,null,null,154870.28,null,null,null,null,null
15575252,Hargreaves,718,France,Male,null,6,125292.89,2,null,null,72945.62,null,null,null,null,1
15575335,White,434,Germany,Male,null,5,124584.58,2,null,null,181204.79,null,null,null,null,0
15575360,Fiorentino,717,Spain,Female,null,0,0.0,2,null,null,87878.41,null,null,null,null,0
15575435,Palerma,667,Spain,Female,null,8,0.0,1,null,null,150694.07,null,null,null,null,null
15575436,Loftus,794,Spain,Male,null,9,144880.34,1,null,null,175753.55,null,null,null,null,null
15575478,Aitken,775,France,Male,null,8,96546.79,1,null,null,67734.87,null,null,null,null,0
15575487,Toscani,597,Germany,Male,null,3,99587.43,2,null,null,178373.87,null,null,null,null,null
15576023,Ku,577,Spain,Male,null,4,91887.81,1,null,null,136471.13,null,null,null,null,null
15576027,Chibueze,749,France,Female,null,1,0.0,2,null,null,35671.43,null,null,null,null,0
15576028,McIntyre,746,Spain,Female,null,4,182705.65,3,null,null,45424.73,null,null,null,null,null
15576035,Yermakov,683,France,Male,null,6,0.0,2,null,null,47318.75,null,null,null,null,null
15576069,Trevisano,633,Spain,Male,null,5,0.0,2,null,null,147597.94,null,null,null,null,0
15576091,Clements,748,France,Male,null,3,0.0,2,null,null,171768.28,null,null,null,null,0
15576160,Ch'ien,629,Spain,Female,null,3,0.0,2,null,null,28797.32,null,null,null,null,null
15576184,Ritchie,662,France,Female,null,5,0.0,1,null,null,61792.33,null,null,null,null,null
15576200,Aiken,677,Germany,Female,null,1,109342.33,1,null,null,199242.38,null,null,null,null,0
15576215,Ruggiero,521,France,Female,null,3,145514.71,1,null,null,180934.67,null,null,null,null,null
15576425,Kaeppel,662,Germany,Male,null,4,53573.18,1,null,null,142513.5,null,null,null,null,0
15576492,Hsieh,770,Spain,Female,null,3,0.0,2,null,null,98810.78,null,null,null,null,0
15576548,Chidumaga,850,France,Male,null,5,126645.6,1,null,null,126551.65,null,null,null,null,0
15576576,Chidumaga,602,France,Male,null,6,135927.35,1,null,null,143086.41,null,null,null,null,null
15576624,Iheatu,744,France,Female,null,3,0.0,2,null,null,103553.51,null,null,null,null,0
15576632,Shih,711,Spain,Female,null,4,0.0,2,null,null,1408.68,null,null,null,null,null
15576635,Nkemakolam,641,Spain,Male,null,7,146584.19,2,null,null,49492.15,null,null,null,null,0
15576645,Okoli,661,France,Male,null,5,138744.8,1,null,null,96951.6,null,null,null,null,null
15576671,Nnachetam,699,France,Male,null,8,91216.0,1,null,null,164079.71,null,null,null,null,0
15576696,Tung,731,France,Female,null,7,0.0,2,null,null,137794.18,null,null,null,null,0
15576717,Boulger,581,France,Male,null,8,0.0,2,null,null,182372.24,null,null,null,null,0
15576720,Sagese,758,Spain,Female,null,3,0.0,1,null,null,131300.24,null,null,null,null,1
15576725,Ting,624,France,Male,null,8,0.0,1,null,null,121081.48,null,null,null,null,0
15576741,Onyemere,752,France,Male,null,8,0.0,2,null,null,199409.43,null,null,null,null,null
15576787,Iqbal,608,Spain,Female,null,4,0.0,1,null,null,119059.27,null,null,null,null,null
15576826,Nwankwo,641,France,Male,null,9,127806.64,1,null,null,170618.09,null,null,null,null,0
15576850,Toscani,738,France,Male,null,1,0.0,2,null,null,180622.01,null,null,null,null,0
15576855,Chinwemma,706,Germany,Female,null,5,123781.45,1,null,null,173365.7,null,null,null,null,null
15576876,L?,633,Spain,Male,null,3,0.0,2,null,null,184976.64,null,null,null,null,0
15576927,Clements,602,Spain,Female,null,5,0.0,2,null,null,181718.34,null,null,null,null,null
15576929,Walker,556,Germany,Male,null,5,125544.24,1,null,null,178267.3,null,null,null,null,0
15576939,Onyekaozulu,548,Spain,Female,null,1,0.0,1,null,null,77866.68,null,null,null,null,1
15576948,Yermakova,730,France,Male,null,2,0.0,1,null,null,85424.75,null,null,null,null,null
15576967,Shih,729,France,Male,null,3,0.0,3,null,null,117020.8,null,null,null,null,1
15577051,Lucchesi,559,Spain,Male,null,2,0.0,2,null,null,40861.56,null,null,null,null,null
15577081,Frolova,812,France,Male,null,8,0.0,2,null,null,198017.64,null,null,null,null,0
15577104,Fomin,757,France,Female,null,4,125829.73,2,null,null,116971.29,null,null,null,null,0
15577358,Maclean,667,France,Male,null,3,0.0,2,null,null,18082.06,null,null,null,null,0
15577510,Trevisano,733,Spain,Female,null,5,0.0,1,null,null,138399.23,null,null,null,null,0
15577524,Shih,669,Spain,Male,null,9,0.0,2,null,null,155837.06,null,null,null,null,null
15577535,Manna,754,Germany,Female,null,1,88815.84,1,null,null,158971.14,null,null,null,null,0
15577538,L?,700,Spain,Female,null,3,0.0,2,null,null,79577.4,null,null,null,null,0
15577551,Tien,645,Spain,Female,null,9,0.0,2,null,null,140949.64,null,null,null,null,0
15577565,Ndubueze,718,Germany,Male,null,5,127638.27,2,null,null,179393.68,null,null,null,null,0
15577591,Sung,610,Germany,Female,null,0,108477.27,2,null,null,140003.0,null,null,null,null,0
15577593,Ukaegbunam,653,Spain,Male,null,5,0.0,2,null,null,73857.95,null,null,null,null,0
15577605,Okagbue,595,Germany,Male,null,6,146422.22,2,null,null,104469.06,null,null,null,null,null
15577779,Ts'ai,739,France,Male,null,1,0.0,2,null,null,162734.31,null,null,null,null,0
15577914,Fanucci,642,Germany,Male,null,10,122267.85,2,null,null,54947.51,null,null,null,null,0
15577978,White,633,France,Female,null,4,106933.11,1,null,null,145553.92,null,null,null,null,0
15578048,Mazzanti,670,Spain,Male,null,9,96619.07,1,null,null,165038.43,null,null,null,null,1
15578049,Macleod,593,France,Female,null,6,0.0,2,null,null,80190.72,null,null,null,null,0
15578071,Barker,538,Germany,Male,null,8,103729.79,1,null,null,160546.58,null,null,null,null,1
15578089,Zito,563,Germany,Female,null,9,141525.55,1,null,null,187811.71,null,null,null,null,null
15578197,Ritchie,713,France,Male,null,7,0.0,1,null,null,158111.71,null,null,null,null,null
15578219,Onuchukwu,773,Spain,Female,null,1,0.0,1,null,null,155893.28,null,null,null,null,null
15578516,Osinachi,789,France,Female,null,7,0.0,2,null,null,158553.1,null,null,null,null,null
15578543,Fiorentino,762,Germany,Female,null,6,134443.4,1,null,null,146937.54,null,null,null,null,1
15578576,Omeokachie,674,Spain,Male,null,6,117438.43,1,null,null,78977.35,null,null,null,null,null
15578725,Douglas,634,Spain,Female,null,7,0.0,1,null,null,181224.89,null,null,null,null,1
15578733,Manna,553,France,Male,null,8,0.0,2,null,null,103617.17,null,null,null,null,0
15578736,Pisano,571,Spain,Male,null,10,0.0,2,null,null,113557.63,null,null,null,null,0
15578749,Yermakov,606,France,Male,null,3,0.0,2,null,null,65818.24,null,null,null,null,null
15578818,Scott,556,Spain,Male,null,6,115680.58,1,null,null,141246.99,null,null,null,null,0
15578822,Hsing,726,France,Female,null,2,0.0,2,null,null,67946.86,null,null,null,null,null
15578845,De Luca,757,Spain,Female,null,5,0.0,2,null,null,70899.73,null,null,null,null,0
15578846,Ch'ang,682,Germany,Male,null,1,136494.94,3,null,null,125962.64,null,null,null,null,null
15578851,K'ung,708,Germany,Female,null,1,97565.21,1,null,null,19244.87,null,null,null,null,null
15578855,Ogochukwu,709,France,Female,null,1,102050.47,1,null,null,82662.73,null,null,null,null,0
15578868,Chukwudi,582,Germany,Female,null,3,148556.52,1,null,null,51705.05,null,null,null,null,1
15578892,Zikoranachidimma,833,France,Female,null,8,0.0,2,null,null,71159.4,null,null,null,null,0
15578894,Brown,697,France,Male,null,7,0.0,2,null,null,184524.01,null,null,null,null,null
15578895,Hsu,592,France,Female,null,1,104763.61,2,null,null,177822.54,null,null,null,null,null
15578915,Mancini,687,France,Male,null,1,116968.37,1,null,null,67830.9,null,null,null,null,0
15578918,Chin,733,Germany,Male,null,0,124067.54,1,null,null,157891.05,null,null,null,null,0
15578922,Nkemjika,619,Germany,Female,null,2,137933.11,1,null,null,184842.6,null,null,null,null,1
15578933,Lo Duca,689,France,Male,null,7,0.0,2,null,null,135919.84,null,null,null,null,0
15578943,Tuan,745,Germany,Male,null,0,108396.29,3,null,null,114946.69,null,null,null,null,1
15579230,Chin,477,France,Male,null,2,0.0,3,null,null,180134.88,null,null,null,null,0
15579266,T'ien,586,France,Male,null,8,0.0,1,null,null,102665.62,null,null,null,null,0
15579280,P'eng,807,Spain,Male,null,8,0.0,2,null,null,127875.9,null,null,null,null,null
15579284,Baryshnikov,681,France,Male,null,7,106933.07,1,null,null,107825.27,null,null,null,null,null
15579522,Manna,573,France,Male,null,8,0.0,2,null,null,132498.34,null,null,null,null,0
15579523,Okwuadigbo,619,France,Male,null,2,0.0,2,null,null,141364.62,null,null,null,null,0
15579560,Hsia,679,Spain,Male,null,4,108891.06,1,null,null,102299.82,null,null,null,null,0
15579561,Lettiere,739,France,Male,null,9,0.0,2,null,null,122219.35,null,null,null,null,0
15579568,Sagese,574,Germany,Male,null,4,57879.16,1,null,null,184748.86,null,null,null,null,null
15579611,Chuang,616,Germany,Female,null,5,102767.43,2,null,null,97629.78,null,null,null,null,0
15579615,Yudin,681,Germany,Male,null,6,135096.93,1,null,null,130664.09,null,null,null,null,null
15579709,Ting,646,Germany,Male,null,3,116978.57,1,null,null,182372.38,null,null,null,null,null
15579783,Oster,712,France,Male,null,2,185714.28,1,null,null,108008.05,null,null,null,null,1
15579825,Palerma,712,France,Male,null,1,0.0,2,null,null,123497.86,null,null,null,null,0
15579863,P'eng,667,France,Male,null,5,0.0,2,null,null,123517.43,null,null,null,null,0
15579866,Walker,659,Germany,Male,null,5,84944.46,2,null,null,80174.73,null,null,null,null,0
15579869,Ch'en,543,Germany,Male,null,9,138843.8,2,null,null,184474.72,null,null,null,null,1
15579948,Chizoba,697,France,Female,null,6,116270.0,1,null,null,61359.33,null,null,null,null,null
15579998,Palermo,699,Spain,Male,null,1,145387.96,1,null,null,101839.86,null,null,null,null,null
15580135,Yeh,678,France,Male,null,3,181894.11,1,null,null,84469.05,null,null,null,null,null
15580166,Hs?eh,686,Spain,Female,null,2,156868.43,1,null,null,149361.02,null,null,null,null,0
15580683,Kao,593,France,Male,null,7,0.0,2,null,null,168069.71,null,null,null,null,0
15580869,Ts'ao,770,Germany,Female,null,9,137714.66,2,null,null,130839.85,null,null,null,null,1
15580870,Chiang,666,France,Male,null,0,105492.96,1,null,null,88724.39,null,null,null,null,0
15580901,Tsai,757,France,Female,null,5,152532.2,2,null,null,147815.86,null,null,null,null,null
15580969,Iqbal,516,France,Male,null,7,0.0,2,null,null,75870.58,null,null,null,null,null
15581222,Ch'ang,646,France,Male,null,8,143390.44,1,null,null,169964.82,null,null,null,null,null
15581234,Fan,496,Germany,Male,null,8,143903.97,1,null,null,81409.0,null,null,null,null,null
15581242,Chiawuotu,645,Germany,Male,null,6,104783.69,2,null,null,153373.58,null,null,null,null,null
15581248,Manna,697,Germany,Male,null,5,117899.95,2,null,null,183736.04,null,null,null,null,0
15581250,Kao,635,France,Male,null,7,0.0,2,null,null,177092.81,null,null,null,null,null
15581270,T'an,599,Spain,Male,null,0,110635.32,1,null,null,105570.44,null,null,null,null,null
15581277,Tseng,675,Spain,Male,null,3,117864.21,1,null,null,193008.31,null,null,null,null,0
15581281,Bellucci,681,France,Male,null,7,0.0,2,null,null,167873.49,null,null,null,null,null
15581289,Tien,711,Germany,Male,null,5,131581.56,2,null,null,178291.05,null,null,null,null,0
15581297,Manna,619,France,Female,null,9,0.0,1,null,null,145567.34,null,null,null,null,null
15581324,Yobachi,710,France,Female,null,5,132038.37,2,null,null,86825.23,null,null,null,null,null
15581325,Pagnotto,614,Spain,Female,null,7,0.0,2,null,null,66799.54,null,null,null,null,0
15581328,Nnanna,678,France,Female,null,7,0.0,2,null,null,66792.84,null,null,null,null,null
15581333,Chinwendu,687,France,Male,null,5,134740.36,1,null,null,162763.99,null,null,null,null,0
15581340,Tretyakova,752,Spain,Female,null,10,0.0,2,null,null,146796.01,null,null,null,null,0
15581348,Mazzanti,563,France,Male,null,8,0.0,2,null,null,182336.86,null,null,null,null,0
15581360,Brown,633,Spain,Female,null,7,0.0,2,null,null,87981.65,null,null,null,null,null
15581409,Niu,636,Spain,Female,null,7,0.0,1,null,null,35200.38,null,null,null,null,1
15581474,Chiu,711,France,Male,null,4,147754.44,1,null,null,468.67,null,null,null,null,1
15581553,Chidimma,613,Germany,Female,null,2,118896.85,3,null,null,105848.56,null,null,null,null,1
15581605,Iadanza,648,Spain,Male,null,7,0.0,1,null,null,134778.97,null,null,null,null,null
15581633,Tsai,645,Spain,Male,null,3,0.0,2,null,null,80619.81,null,null,null,null,0
15581634,Nwabugwu,678,Spain,Male,null,1,0.0,2,null,null,84945.4,null,null,null,null,0
15581641,Yudin,633,France,Male,null,4,85843.42,1,null,null,177637.08,null,null,null,null,0
15581649,Bock,586,Germany,Male,null,1,117411.12,2,null,null,168023.9,null,null,null,null,null
15581658,Li Fonti,752,France,Male,null,5,0.0,2,null,null,66536.08,null,null,null,null,null
15581677,Sun,713,France,Female,null,8,101641.51,2,null,null,182718.28,null,null,null,null,0
15581689,Kornilova,673,France,Male,null,0,0.0,2,null,null,168085.97,null,null,null,null,0
15581690,Toscani,624,France,Female,null,8,0.0,2,null,null,59630.57,null,null,null,null,0
15581753,Shih,579,Germany,Female,null,6,93791.15,2,null,null,88897.65,null,null,null,null,null
15581776,Chiu,545,Spain,Male,null,9,100160.75,1,null,null,173835.54,null,null,null,null,1
15581802,Chidozie,649,France,Male,null,2,0.0,1,null,null,40318.93,null,null,null,null,0
